Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,88368,2012-10-22,-0.07569141,-0.022549854,-0.033459447,21,100
Market-Adjusted Model,88370,2012-10-22,-0.069444461,-0.02717086,-0.027212498,21,100
Market-Adjusted Model,88371,2012-10-22,-0.348901148,-0.214072421,-0.306669185,21,100
Market-Adjusted Model,88372,2012-10-22,0.0355421778,0.0852175063,0.0777741409,21,100
Market-Adjusted Model,88373,2012-10-22,0.0157271154,0.0585820172,0.0579590785,21,100
Market-Adjusted Model,88379,2012-10-22,-0.08388943,-0.041530086,-0.041657467,21,100
Market-Adjusted Model,88384,2012-10-22,-0.038596456,0.0119315514,0.0036355072,21,100
Market-Adjusted Model,88391,2012-10-22,-0.056114159,-0.012489699,-0.013882196,21,100
Market-Adjusted Model,88392,2012-10-22,0.0641509698,0.1054641602,0.1063829329,21,100
Market-Adjusted Model,88396,2012-10-22,-0.003002581,0.0404176301,0.0392293826,21,100
Market-Adjusted Model,88397,2012-10-22,-0.026282102,0.0173382982,0.0159498607,21,100
Market-Adjusted Model,88398,2012-10-22,-0.011462151,0.0317751856,0.0307698116,21,100
Market-Adjusted Model,88399,2012-10-22,-0.040936421,0.0015787543,0.0012955417,21,100
Market-Adjusted Model,88401,2012-10-22,-0.047772732,-0.005537412,-0.005540769,21,100
Market-Adjusted Model,88402,2012-10-22,-0.035186316,0.0073754272,0.0070456471,21,100
Market-Adjusted Model,88403,2012-10-22,-0.045462808,-0.003515209,-0.003230845,21,100
Market-Adjusted Model,88404,2012-10-22,-0.017305433,0.0259740245,0.0249265303,21,100
Market-Adjusted Model,88405,2012-10-22,-0.019722858,0.0236414978,0.0225091052,21,100
Market-Adjusted Model,88406,2012-10-22,-0.036551474,0.0060564075,0.0056804887,21,100
Market-Adjusted Model,88407,2012-10-22,-0.029214499,0.0134803777,0.0130174645,21,100
Market-Adjusted Model,88411,2012-10-22,-0.019442655,0.0235812919,0.022789308,21,100
Market-Adjusted Model,88417,2012-10-22,-0.133333262,-0.092330953,-0.091101298,21,100
Market-Adjusted Model,88421,2012-10-22,-0.161551873,-0.121888405,-0.11931991,21,99
Market-Adjusted Model,88427,2012-10-22,-0.076023392,-0.029335825,-0.033791429,21,100
Market-Adjusted Model,88434,2012-10-22,-0.340622638,-0.35594037,-0.298390675,21,100
Market-Adjusted Model,88436,2012-10-22,-0.153228353,-0.11901607,-0.11099639,21,100
Market-Adjusted Model,88439,2012-10-22,-0.003614426,0.0429309904,0.0386175371,21,100
Market-Adjusted Model,88442,2012-10-22,-0.185810791,-0.157858608,-0.143578828,21,100
Market-Adjusted Model,88446,2012-10-22,-0.069125348,-0.024339521,-0.026893385,21,100
Market-Adjusted Model,88451,2012-10-22,-0.135036551,-0.086663258,-0.092804588,21,100
Market-Adjusted Model,88458,2012-10-22,0.0339462207,0.0829146662,0.0761781838,21,100
Market-Adjusted Model,88462,2012-10-22,-0.431818214,-0.422597361,-0.389586251,21,100
Market-Adjusted Model,88466,2012-10-22,-0.037671277,0.0062085902,0.0045606858,21,100
Market-Adjusted Model,88468,2012-10-22,0.1205673253,0.1798648379,0.1627992884,21,100
Market-Adjusted Model,88475,2012-10-22,-0.029669563,0.0141381884,0.0125624002,21,100
Market-Adjusted Model,88485,2012-10-22,-0.007352933,0.0412694734,0.0348790299,21,100
Market-Adjusted Model,88487,2012-10-22,0.0495867289,0.0949664719,0.091818692,21,100
Market-Adjusted Model,88490,2012-10-22,-0.060632734,-0.016918627,-0.018400771,21,100
Market-Adjusted Model,88494,2012-10-22,-0.05323593,-0.008734768,-0.011003967,21,100
Market-Adjusted Model,88495,2012-10-22,0.3682394734,0.3862269235,0.4104714365,21,100
Market-Adjusted Model,88497,2012-10-22,-0.140384611,-0.098860831,-0.098152648,21,100
Market-Adjusted Model,88504,2012-10-22,0.0786259341,0.1319580248,0.1208578972,21,100
Market-Adjusted Model,88507,2012-10-22,-0.038265329,0.0131400748,0.0039666342,21,100
Market-Adjusted Model,88511,2012-10-22,-0.154791173,-0.118871585,-0.11255921,21,100
Market-Adjusted Model,88516,2012-10-22,0.1807692526,0.2406668366,0.2230012157,21,100
Market-Adjusted Model,88526,2012-10-22,-0.266666655,-0.232071611,-0.224434692,21,100
Market-Adjusted Model,88534,2012-10-22,0.07317078,0.1163450092,0.1154027431,21,100
Market-Adjusted Model,88537,2012-10-22,0.0545454038,0.1217373432,0.0967773669,21,100
Market-Adjusted Model,88542,2012-10-22,-0.119593567,-0.065721294,-0.077361603,21,100
Market-Adjusted Model,88545,2012-10-22,-0.150537659,-0.116615334,-0.108305696,21,100
Market-Adjusted Model,88546,2012-10-22,0.0816325758,0.1246958992,0.1238645389,21,100
Market-Adjusted Model,88550,2012-10-22,0.2552616414,0.3103532988,0.2974936045,21,100
Market-Adjusted Model,88564,2012-10-22,-0.068281928,-0.02101638,-0.026049965,21,100
Market-Adjusted Model,88568,2012-10-22,-0.085509108,-0.044905631,-0.043277145,21,100
Market-Adjusted Model,88572,2012-10-22,-0.095541459,-0.01494713,-0.053309496,21,100
Market-Adjusted Model,88574,2012-10-22,0.0740740103,0.1377474765,0.1163059734,21,100
Market-Adjusted Model,88590,2012-10-22,-0.009282661,0.0351715331,0.0329493021,21,100
Market-Adjusted Model,88593,2012-10-22,0.0784440468,0.1221814781,0.1206760098,21,100
Market-Adjusted Model,88595,2012-10-22,-0.017326751,0.025855536,0.0249052121,21,100
Market-Adjusted Model,88597,2012-10-22,0.1838191673,0.219001522,0.2260511304,21,100
Market-Adjusted Model,88604,2012-10-22,-0.049611001,-0.007823105,-0.007379038,21,100
Market-Adjusted Model,88606,2012-10-22,-0.034297491,0.0083624972,0.0079344716,21,100
Market-Adjusted Model,88607,2012-10-22,-0.0278829,0.0148911355,0.0143490629,21,100
Market-Adjusted Model,88608,2012-10-22,-0.036688833,0.0059018407,0.0055431299,21,100
Market-Adjusted Model,88609,2012-10-22,-0.021085469,0.0218885881,0.0211464946,21,100
Market-Adjusted Model,88610,2012-10-22,-0.048995557,-0.006817468,-0.006763594,21,100
Market-Adjusted Model,88612,2012-10-22,-0.120772892,-0.084206262,-0.078540929,21,100
Market-Adjusted Model,88615,2012-10-22,-0.080226886,-0.039671806,-0.037994923,21,100
Market-Adjusted Model,88620,2012-10-22,-0.259393049,-0.243931168,-0.217161086,21,100
Market-Adjusted Model,88626,2012-10-22,-0.337931072,-0.28063957,-0.295699109,21,100
Market-Adjusted Model,88635,2012-10-22,-0.078614703,-0.036571387,-0.03638274,21,100
Market-Adjusted Model,88645,2012-10-22,-0.141058185,-0.103863223,-0.098826222,21,100
Market-Adjusted Model,88646,2012-10-22,-0.324404741,-0.324194615,-0.282172778,21,100
Market-Adjusted Model,88648,2012-10-22,0.0021834581,0.048458867,0.0444154212,21,100
Market-Adjusted Model,88658,2012-10-22,-0.021783068,0.0210927659,0.0204488948,21,100
Market-Adjusted Model,88659,2012-10-22,-0.015915105,0.0313735,0.0263168583,21,100
Market-Adjusted Model,88660,2012-10-22,0.1254773205,0.1632817829,0.1677092836,21,100
Market-Adjusted Model,88661,2012-10-22,0.0102891895,0.0586749263,0.0525211526,21,100
Market-Adjusted Model,88664,2012-10-22,0.0059911339,0.0498542328,0.048223097,21,100
Market-Adjusted Model,88668,2012-10-22,-0.041794701,0.0010295549,0.0004372617,21,100
Market-Adjusted Model,88673,2012-10-22,0.0227272624,0.0655724278,0.0649592255,21,100
Market-Adjusted Model,88678,2012-10-22,-0.040939229,0.0011460419,0.0012927344,21,100
Market-Adjusted Model,88683,2012-10-22,-0.077950987,-0.030558896,-0.035719024,21,100
Market-Adjusted Model,88719,2012-10-22,0.0052631535,0.0528624977,0.0474951166,21,100
Market-Adjusted Model,88729,2012-10-22,-0.026849411,0.0212229451,0.015382552,21,100
Market-Adjusted Model,88739,2012-10-22,0.0500329326,0.0964450463,0.0922648957,21,100
Market-Adjusted Model,88740,2012-10-22,-0.168970869,-0.136307944,-0.126738906,21,100
Market-Adjusted Model,88742,2012-10-22,-0.258071703,-0.241049096,-0.21583974,21,100
Market-Adjusted Model,88746,2012-10-22,-0.153846101,-0.025415762,-0.111614138,21,100
Market-Adjusted Model,88750,2012-10-22,-0.118389385,-0.07460322,-0.076157422,21,100
Market-Adjusted Model,88779,2012-10-22,0.286324844,0.3705075645,0.3285568071,21,100
Market-Adjusted Model,88786,2012-10-22,0.1268498726,0.1659030206,0.1690818357,21,100
Market-Adjusted Model,88788,2012-10-22,0.0859426395,0.1272769285,0.1281746026,21,100
Market-Adjusted Model,88790,2012-10-22,-0.287648031,-0.278288113,-0.245416068,21,100
Market-Adjusted Model,88792,2012-10-22,-0.066810335,-0.023220481,-0.024578372,21,100
Market-Adjusted Model,88795,2012-10-22,-0.185294146,-0.15458038,-0.143062183,21,100
Market-Adjusted Model,88806,2012-10-22,-0.002462993,0.0424681562,0.0397689703,21,100
Market-Adjusted Model,88807,2012-10-22,-0.10937496,-0.067729537,-0.067142997,21,100
Market-Adjusted Model,88810,2012-10-22,-0.068421015,-0.024994866,-0.026189052,21,100
Market-Adjusted Model,88811,2012-10-22,-0.067076153,-0.025035348,-0.02484419,21,100
Market-Adjusted Model,88814,2012-10-22,0.0065955682,0.0513070849,0.0488275313,21,100
Market-Adjusted Model,88817,2012-10-22,0.003875965,0.0504473899,0.0461079281,21,100
Market-Adjusted Model,88818,2012-10-22,-0.068249509,-0.024263119,-0.026017546,21,100
Market-Adjusted Model,88820,2012-10-22,-0.135342965,-0.09719846,-0.093111002,21,100
Market-Adjusted Model,88822,2012-10-22,0.0208971075,0.063872307,0.0631290706,21,100
Market-Adjusted Model,88836,2012-10-22,-0.113772415,-0.069301897,-0.071540452,21,100
Market-Adjusted Model,88837,2012-10-22,-0.129183253,-0.093931554,-0.08695129,21,100
Market-Adjusted Model,88839,2012-10-22,-0.111363632,-0.067749222,-0.069131669,21,100
Market-Adjusted Model,88841,2012-10-22,-0.091522903,-0.051405281,-0.049290939,21,100
Market-Adjusted Model,88845,2012-10-22,0.0289733752,0.0735276039,0.0712053383,21,100
Market-Adjusted Model,88850,2012-10-22,-0.115685711,-0.058728679,-0.073453748,21,100
Market-Adjusted Model,88853,2012-10-22,-0.069405616,-0.021566936,-0.027173653,21,100
Market-Adjusted Model,88854,2012-10-22,-0.026912167,0.0159182131,0.0153197958,21,100
Market-Adjusted Model,88857,2012-10-22,-0.067143604,-0.026501487,-0.024911641,21,100
Market-Adjusted Model,88860,2012-10-22,-0.326428927,-0.323269916,-0.284196964,21,100
Market-Adjusted Model,88863,2012-10-22,-0.216681039,-0.190476677,-0.174449075,21,100
Market-Adjusted Model,88865,2012-10-22,-0.070216038,-0.028790253,-0.027984075,21,100
Market-Adjusted Model,88868,2012-10-22,0.0004083133,0.0333089619,0.0331766551,15,100
Market-Adjusted Model,88869,2012-10-22,0.0411764345,0.1006696766,0.0834083976,21,100
Market-Adjusted Model,88871,2012-10-22,-0.031692925,0.0118300799,0.0105390379,21,100
Market-Adjusted Model,88873,2012-10-22,-0.039251509,0.0034943336,0.0029804538,21,100
Market-Adjusted Model,88876,2012-10-22,-0.011358258,0.0311143994,0.030873705,21,100
Market-Adjusted Model,88879,2012-10-22,0.0049771555,0.0474557872,0.0472091186,21,100
Market-Adjusted Model,88882,2012-10-22,0.0292614544,0.0760414584,0.0714934175,21,100
Market-Adjusted Model,88885,2012-10-22,-0.072485761,-0.030630247,-0.030253798,21,100
Market-Adjusted Model,88888,2012-10-22,0.0381644567,0.0816717329,0.0803964198,21,100
Market-Adjusted Model,88892,2012-10-22,0.1260623054,0.1686282496,0.1682942685,21,100
Market-Adjusted Model,88893,2012-10-22,-0.117002924,-0.079704324,-0.074770961,21,100
Market-Adjusted Model,88894,2012-10-22,-0.009741021,0.0329208712,0.032490942,21,100
Market-Adjusted Model,88895,2012-10-22,0.00688473,0.0566970358,0.0491166931,21,100
Market-Adjusted Model,88897,2012-10-22,-0.11698502,-0.07914143,-0.074753057,21,100
Market-Adjusted Model,88901,2012-10-22,-0.029588947,0.0135181489,0.0126430166,21,100
Market-Adjusted Model,88903,2012-10-22,-0.071645165,-0.028316312,-0.029413202,21,100
Market-Adjusted Model,88905,2012-10-22,-0.079800535,-0.038077241,-0.037568572,21,100
Market-Adjusted Model,88908,2012-10-22,-0.118701052,-0.076967682,-0.076469089,21,100
Market-Adjusted Model,88912,2012-10-22,0.2037406819,0.2343889751,0.2459726449,21,100
Market-Adjusted Model,88924,2012-10-22,0.017736053,0.0608650038,0.0599680161,21,100
Market-Adjusted Model,88926,2012-10-22,-0.028571408,0.0469395711,0.0136605554,21,100
Market-Adjusted Model,88927,2012-10-22,-0.061177485,-0.019575974,-0.018945522,21,100
Market-Adjusted Model,88929,2012-10-22,0.027821441,0.0698917778,0.070053404,21,100
Market-Adjusted Model,88930,2012-10-22,-0.00525124,0.0376974269,0.0369807226,21,100
Market-Adjusted Model,88931,2012-10-22,0.00728003,0.0497763664,0.0495119931,21,100
Market-Adjusted Model,88932,2012-10-22,0.0287283968,0.0707383165,0.0709603599,21,100
Market-Adjusted Model,88933,2012-10-22,0.0023563647,0.0451618326,0.0445883278,21,100
Market-Adjusted Model,88934,2012-10-22,0.0105849815,0.0529001538,0.0528169446,21,100
Market-Adjusted Model,88935,2012-10-22,-0.025485684,0.0179264227,0.0167462796,21,100
Market-Adjusted Model,88940,2012-10-22,0.0656135661,0.1082268491,0.1078455292,21,100
Market-Adjusted Model,88944,2012-10-22,-0.034127455,0.0093429535,0.0081045078,21,100
Market-Adjusted Model,88945,2012-10-22,-0.360000012,-0.381798873,-0.317768048,21,100
Market-Adjusted Model,88949,2012-10-22,-0.086258451,-0.041161848,-0.044026488,21,100
Market-Adjusted Model,88951,2012-10-22,-0.014996569,0.0280066062,0.0272353937,21,100
Market-Adjusted Model,88953,2012-10-22,-0.054123673,-0.011061994,-0.01189171,21,100
Market-Adjusted Model,88957,2012-10-22,-0.006394613,0.0378020081,0.0358373502,21,100
Market-Adjusted Model,88958,2012-10-22,-0.069534735,-0.026888021,-0.027302772,21,100
Market-Adjusted Model,88960,2012-10-22,-0.127517436,-0.092262455,-0.085285473,21,100
Market-Adjusted Model,88961,2012-10-22,-0.006931927,0.0357373833,0.0353000362,21,100
Market-Adjusted Model,88963,2012-10-22,-0.1141985,-0.07465239,-0.071966537,21,100
Market-Adjusted Model,88965,2012-10-22,0.0689204703,0.1188997579,0.1111524334,21,100
Market-Adjusted Model,88970,2012-10-22,-0.169354798,-0.118043891,-0.127122835,21,100
Market-Adjusted Model,88976,2012-10-22,-0.134108257,-0.097181586,-0.091876294,21,100
Market-Adjusted Model,88984,2012-10-22,0.162452753,0.2093508825,0.2046847161,21,100
Market-Adjusted Model,88987,2012-10-22,-0.069676695,-0.027439513,-0.027444732,21,100
Market-Adjusted Model,88988,2012-10-22,-0.083333018,-0.038396917,-0.041101055,21,100
Market-Adjusted Model,88989,2012-10-22,-0.02487334,0.0179883461,0.0173586229,21,100
Market-Adjusted Model,88991,2012-10-22,0.1760475152,0.2272916591,0.2182794783,21,100
Market-Adjusted Model,88992,2012-10-22,-0.08455883,-0.044063167,-0.042326867,21,100
Market-Adjusted Model,88994,2012-10-22,-0.01754384,0.0395455092,0.0246881233,21,100
Market-Adjusted Model,89002,2012-10-22,-0.013331467,0.0303383835,0.0289004956,21,100
Market-Adjusted Model,89003,2012-10-22,0.096825374,0.136228718,0.1390573371,21,100
Market-Adjusted Model,89004,2012-10-22,-0.074048756,-0.029285299,-0.031816793,21,100
Market-Adjusted Model,89006,2012-10-22,-0.056094913,-0.014790208,-0.01386295,21,100
Market-Adjusted Model,89008,2012-10-22,-0.077151341,-0.034105633,-0.034919378,21,100
Market-Adjusted Model,89009,2012-10-22,0.0076628531,0.0505901961,0.0498948162,21,100
Market-Adjusted Model,89011,2012-10-22,0.0068085166,0.0494176926,0.0490404797,21,100
Market-Adjusted Model,89012,2012-10-22,-0.008897284,0.0337607647,0.0333346789,21,100
Market-Adjusted Model,89014,2012-10-22,-0.00660308,0.0372832281,0.0356288831,21,100
Market-Adjusted Model,89016,2012-10-22,-0.056840486,-0.0146812,-0.014608523,21,100
Market-Adjusted Model,89017,2012-10-22,-0.082169742,-0.040703198,-0.039937779,21,100
Market-Adjusted Model,89022,2012-10-22,-0.010118765,0.0342309639,0.0321131984,21,100
Market-Adjusted Model,89025,2012-10-22,-0.279548462,-0.255255976,-0.237316499,21,100
Market-Adjusted Model,89029,2012-10-22,-0.010178104,0.0409699659,0.0320538594,21,100
Market-Adjusted Model,89031,2012-10-22,0.3691274898,0.3892261099,0.4113594529,21,100
Market-Adjusted Model,89036,2012-10-22,-0.092209844,-0.049475296,-0.049977881,21,100
Market-Adjusted Model,89038,2012-10-22,-0.000622948,0.0431788704,0.0416090147,21,100
Market-Adjusted Model,89043,2012-10-22,0.0083166927,0.0536148387,0.0505486558,21,100
Market-Adjusted Model,89044,2012-10-22,0.0742942012,0.1187084946,0.1165261643,21,100
Market-Adjusted Model,89046,2012-10-22,-0.101087928,-0.061308138,-0.058855965,21,100
Market-Adjusted Model,89048,2012-10-22,0.0139860832,0.0618975588,0.0562180463,21,100
Market-Adjusted Model,89049,2012-10-22,0.0046222482,0.0472439098,0.0468542113,21,100
Market-Adjusted Model,89050,2012-10-22,0.0037274845,0.0466356295,0.0459594476,21,100
Market-Adjusted Model,89051,2012-10-22,0.0164262097,0.0588142034,0.0586581728,21,100
Market-Adjusted Model,89052,2012-10-22,-0.031965929,0.010331425,0.0102660337,21,100
Market-Adjusted Model,89053,2012-10-22,-0.005072108,0.0375683357,0.0371598553,21,100
Market-Adjusted Model,89056,2012-10-22,-0.02759865,0.0155476149,0.0146333133,21,100
Market-Adjusted Model,89057,2012-10-22,-0.017777799,0.0252412029,0.0244541638,21,100
Market-Adjusted Model,89058,2012-10-22,-0.032846709,0.0097554244,0.0093852538,21,100
Market-Adjusted Model,89059,2012-10-22,-0.024114604,0.0187436007,0.0181173591,21,100
Market-Adjusted Model,89060,2012-10-22,-0.040722541,0.0019617059,0.0015094218,21,100
Market-Adjusted Model,89061,2012-10-22,-0.02385529,0.0208535,0.0183766734,21,100
Market-Adjusted Model,89062,2012-10-22,-0.034406226,0.0093575497,0.0078257371,21,100
Market-Adjusted Model,89063,2012-10-22,0.1362126615,0.2244360141,0.1784446245,21,100
Market-Adjusted Model,89068,2012-10-22,0.004458641,0.0480395594,0.0466906041,21,100
Market-Adjusted Model,89070,2012-10-22,-0.030651845,0.0140306767,0.0115801185,21,100
Market-Adjusted Model,89071,2012-10-22,-0.04713045,-0.004490857,-0.004898487,21,100
Market-Adjusted Model,89099,2012-10-22,-0.118421047,-0.07578502,-0.076189084,21,100
Market-Adjusted Model,89100,2012-10-22,0.0693915896,0.1111449173,0.1116235527,21,100
Market-Adjusted Model,89102,2012-10-22,-0.006849367,0.04008646,0.0353825965,21,100
Market-Adjusted Model,89103,2012-10-22,-0.004868492,0.0385886481,0.037363471,21,100
Market-Adjusted Model,89105,2012-10-22,0.039894988,0.0892890106,0.0821269511,21,100
Market-Adjusted Model,89108,2012-10-22,-0.043369434,-0.000300268,-0.001137471,21,100
Market-Adjusted Model,89109,2012-10-22,-0.052906565,-0.008381963,-0.010674602,21,100
Market-Adjusted Model,89110,2012-10-22,0.0557970647,0.1021375165,0.0980290278,21,100
Market-Adjusted Model,89125,2012-10-22,0.0381413075,0.0822173314,0.0803732706,21,100
Market-Adjusted Model,89129,2012-10-22,-0.016254176,0.0269424466,0.0259777867,21,100
Market-Adjusted Model,89134,2012-10-22,0.0064308355,0.0522305813,0.0486627985,21,100
Market-Adjusted Model,89138,2012-10-22,0.0588836715,0.1006291592,0.1011156346,21,100
Market-Adjusted Model,89139,2012-10-22,-0.164490835,-0.132753163,-0.122258872,21,100
Market-Adjusted Model,89141,2012-10-22,-0.053518215,-0.011213627,-0.011286252,21,100
Market-Adjusted Model,89143,2012-10-22,0.0346853964,0.0778605561,0.0769173595,21,100
Market-Adjusted Model,89150,2012-10-22,0.0214592244,0.0726667435,0.0636911875,21,100
Market-Adjusted Model,89154,2012-10-22,0.027913204,0.0748075529,0.0701451671,21,100
Market-Adjusted Model,89155,2012-10-22,-0.022568312,0.0199845192,0.0196636508,21,100
Market-Adjusted Model,89156,2012-10-22,-0.038875576,0.0066513187,0.0033563869,21,100
Market-Adjusted Model,89158,2012-10-22,0.0431482551,0.0848240232,0.0853802181,21,100
Market-Adjusted Model,89161,2012-10-22,0.0298866024,0.0721904898,0.0721185655,21,100
Market-Adjusted Model,89162,2012-10-22,0.0112732296,0.0537636668,0.0535051927,21,100
Market-Adjusted Model,89163,2012-10-22,-0.014955648,0.0273914796,0.0272763153,21,100
Market-Adjusted Model,89167,2012-10-22,-0.072847763,-0.02457163,-0.0306158,21,100
Market-Adjusted Model,89168,2012-10-22,-0.068479387,-0.025594636,-0.026247424,21,100
Market-Adjusted Model,89169,2012-10-22,-0.222222187,-0.173818173,-0.179990224,21,100
Market-Adjusted Model,89170,2012-10-22,0.2293402269,0.268743278,0.27157219,21,100
Market-Adjusted Model,89175,2012-10-22,-0.107142856,-0.06292915,-0.064910893,21,100
Market-Adjusted Model,89179,2012-10-22,-0.055047412,-0.011319388,-0.012815449,21,100
Market-Adjusted Model,89182,2012-10-22,-0.008982867,0.0335489357,0.0332490964,21,100
Market-Adjusted Model,89183,2012-10-22,0.0036800787,0.0463566907,0.0459120418,21,100
Market-Adjusted Model,89184,2012-10-22,0.0004519376,0.0433472804,0.0426839007,21,100
Market-Adjusted Model,89187,2012-10-22,0.0126666579,0.0557440261,0.054898621,21,100
Market-Adjusted Model,89188,2012-10-22,-0.037158774,0.0059682672,0.0050731887,21,100
Market-Adjusted Model,89189,2012-10-22,-0.014127539,0.029120145,0.0281044241,21,100
Market-Adjusted Model,89190,2012-10-22,-0.021291327,0.0217361868,0.0209406365,21,100
Market-Adjusted Model,89191,2012-10-22,0.0400428712,0.0846396784,0.0822748343,21,100
Market-Adjusted Model,89192,2012-10-22,-0.164017062,-0.123994306,-0.121785098,21,100
Market-Adjusted Model,89194,2012-10-22,-0.020938954,0.022013847,0.0212930094,21,100
Market-Adjusted Model,89195,2012-10-22,-0.027737768,0.0173138044,0.0144941955,21,100
Market-Adjusted Model,89198,2012-10-22,-0.047266005,-0.000861044,-0.005034042,21,100
Market-Adjusted Model,89199,2012-10-22,0.0440445322,0.0925245319,0.0862764953,21,100
Market-Adjusted Model,89202,2012-10-22,0.0513949897,0.1032731736,0.0936269528,21,100
Market-Adjusted Model,89203,2012-10-22,-0.016441226,0.0280032511,0.0257907375,21,100
Market-Adjusted Model,89204,2012-10-22,-0.001201536,0.0411019718,0.0410304273,21,100
Market-Adjusted Model,89207,2012-10-22,-0.111299947,-0.068143921,-0.069067984,21,100
Market-Adjusted Model,89210,2012-10-22,-0.089026881,-0.048551453,-0.046794918,21,100
Market-Adjusted Model,89211,2012-10-22,-0.132538103,-0.096587536,-0.09030614,21,100
Market-Adjusted Model,89213,2012-10-22,-0.034715257,0.0090525,0.0075167064,21,100
Market-Adjusted Model,89215,2012-10-22,-0.012048181,0.0393081078,0.0301837817,21,100
Market-Adjusted Model,89216,2012-10-22,0.049062429,0.0938601565,0.0912943921,21,100
Market-Adjusted Model,89217,2012-10-22,0.1415485765,0.1860085921,0.1837805396,21,100
Market-Adjusted Model,89218,2012-10-22,-0.117500005,-0.07354687,-0.075268042,21,100
Market-Adjusted Model,89221,2012-10-22,0.0230622914,0.0662915938,0.0652942545,21,100
Market-Adjusted Model,89230,2012-10-22,-0.105822508,-0.067009584,-0.063590545,21,100
Market-Adjusted Model,89231,2012-10-22,-0.066798256,-0.026059764,-0.024566293,21,100
Market-Adjusted Model,89232,2012-10-22,-0.064204258,-0.022700041,-0.021972295,21,100
Market-Adjusted Model,89233,2012-10-22,-0.040515963,0.0017463746,0.0017159999,21,100
Market-Adjusted Model,89234,2012-10-22,-0.009983755,0.0335272884,0.0322482076,21,100
Market-Adjusted Model,89235,2012-10-22,-0.037850113,0.0048563842,0.0043818499,21,100
Market-Adjusted Model,89236,2012-10-22,-0.039002026,0.0050634554,0.0032299372,21,100
Market-Adjusted Model,89238,2012-10-22,0.1708332659,0.2103339212,0.213065229,21,100
Market-Adjusted Model,89240,2012-10-22,-0.024892701,0.0179042433,0.0173392625,21,100
Market-Adjusted Model,89244,2012-10-22,0.0005532776,0.0580002984,0.0427852407,21,100
Market-Adjusted Model,89246,2012-10-22,0.0514285672,0.0974416322,0.0936605303,21,100
Market-Adjusted Model,89250,2012-10-22,-0.015916582,0.0266569048,0.0263153813,21,100
Market-Adjusted Model,89252,2012-10-22,-0.077477529,-0.032917084,-0.035245566,21,100
Market-Adjusted Model,89256,2012-10-22,-0.016438406,0.0297875301,0.0257935572,21,100
Market-Adjusted Model,89257,2012-10-22,-0.036444636,0.0086008478,0.0057873274,21,100
Market-Adjusted Model,89258,2012-10-22,-0.023104078,0.0219448521,0.0191278849,21,100
Market-Adjusted Model,89262,2012-10-22,-0.049597882,-0.007184541,-0.007365919,21,100
Market-Adjusted Model,89263,2012-10-22,-0.04347822,-0.000075128,-0.001246257,21,100
Market-Adjusted Model,89269,2012-10-22,0.2098152889,0.2438458562,0.2520472519,21,100
Market-Adjusted Model,89270,2012-10-22,-0.002242203,0.0418549829,0.0399897599,21,100
Market-Adjusted Model,89279,2012-10-22,0.0161352914,0.0594292378,0.0583672545,21,100
Market-Adjusted Model,89281,2012-10-22,-0.022470694,0.0199481627,0.0197612694,21,100
Market-Adjusted Model,89282,2012-10-22,-0.02361117,0.0193557665,0.0186207931,21,100
Market-Adjusted Model,89283,2012-10-22,0.0006979423,0.0432568924,0.0429299054,21,100
Market-Adjusted Model,89284,2012-10-22,0.0168636145,0.059613861,0.0590955775,21,100
Market-Adjusted Model,89286,2012-10-22,-0.026691027,0.0161746075,0.0155409358,21,100
Market-Adjusted Model,89289,2012-10-22,0.0852545029,0.1266872619,0.1274864659,21,100
Market-Adjusted Model,89290,2012-10-22,0.0653846361,0.1155195527,0.1076165992,21,100
Market-Adjusted Model,89292,2012-10-22,-0.000718213,0.0448753101,0.04151375,21,100
Market-Adjusted Model,89295,2012-10-22,-0.03037515,0.0116963156,0.0118568135,21,100
Market-Adjusted Model,89297,2012-10-22,-0.012219703,0.0327253657,0.0300122603,21,100
Market-Adjusted Model,89298,2012-10-22,0.0133205898,0.0562706003,0.0555525529,21,100
Market-Adjusted Model,89301,2012-10-22,0.0138648086,0.0595123942,0.0560967717,21,100
Market-Adjusted Model,89304,2012-10-22,0.0508440684,0.0952234794,0.0930760315,21,100
Market-Adjusted Model,89307,2012-10-22,0.0989399166,0.1441362085,0.1411718797,21,100
Market-Adjusted Model,89317,2012-10-22,-0.258693417,-0.247866879,-0.216461453,21,100
Market-Adjusted Model,89321,2012-10-22,-0.052838182,-0.008951543,-0.010606219,21,100
Market-Adjusted Model,89323,2012-10-22,-0.032036584,0.0121502909,0.0101953794,21,100
Market-Adjusted Model,89327,2012-10-22,0.0231776513,0.0703915336,0.0654096144,21,100
Market-Adjusted Model,89329,2012-10-22,-0.06788512,-0.025101342,-0.025653157,21,100
Market-Adjusted Model,89330,2012-10-22,0.0756605493,0.1193679812,0.1178925124,21,100
Market-Adjusted Model,89332,2012-10-22,-0.060728779,-0.015438083,-0.018496816,21,100
Market-Adjusted Model,89335,2012-10-22,-0.085319931,-0.044626053,-0.043087968,21,100
Market-Adjusted Model,89336,2012-10-22,0.0130525366,0.0553858687,0.0552844997,21,100
Market-Adjusted Model,89338,2012-10-22,-0.008303336,0.0342802881,0.0339286275,21,100
Market-Adjusted Model,89339,2012-10-22,-0.003352484,0.0391239457,0.0388794795,21,100
